,arm_id,arm_labels,category_unknown,category_action,category_adventure,category_animation,category_children's,category_comedy,category_crime,category_documentary,category_drama,category_fantasy,category_film-noir,category_horror,category_musical,category_mystery,category_romance,category_sci-Fi,category_thriller,category_war,category_western,lifetime,lifetime_rewards
206,206,Cyrano de Bergerac (1990),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5409,0.6777287893231649
207,207,Young Frankenstein (1974),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13588,0.19041944709246905
208,208,This Is Spinal Tap (1984),0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8715,0.48075548141086755
209,209,Indiana Jones and the Last Crusade (1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3655,0.7822330791229742
210,210,M*A*S*H (1970),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7501,0.55308627264061
211,211,Unbearable Lightness of Being-  The (1988),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15471,0.07822926596758817
212,212,Room with a View-  A (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12894,0.23176835081029556
213,213,Pink Floyd - The Wall (1982),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,801,0.9522759771210677
214,214,Field of Dreams (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15759,0.06107006673021931
215,215,When Harry Met Sally... (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11726,0.3013584366062917
216,216,Bram Stoker's Dracula (1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3772,0.7752621544327931
217,217,Cape Fear (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7428,0.5574356530028599
218,218,Nightmare on Elm Street-  A (1984),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15517,0.07548856053384179
219,219,Mirror Has Two Faces-  The (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0.9973188751191611
220,220,Breaking the Waves (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11973,0.28664204003813154
221,221,Star Trek: First Contact (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11606,0.3085081029551954
222,222,Sling Blade (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5279,0.685474261201144
223,223,Ridicule (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10376,0.38179218303145857
224,224,101 Dalmatians (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12078,0.28038608198284076
225,225,Die Hard 2 (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6914,0.5880600571973308
226,226,Star Trek VI: The Undiscovered Country (1991),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9016,0.4628217349857007
227,227,Star Trek: The Wrath of Khan (1982),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6975,0.5844256434699714
228,228,Star Trek III: The Search for Spock (1984),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3159,0.8117850333651097
229,229,Star Trek IV: The Voyage Home (1986),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12055,0.281756434699714
230,230,Batman Returns (1992),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3614,0.7846758817921831
231,231,Young Guns (1988),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15592,0.07102001906577693
232,232,Under Siege (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0.9910629170638704
233,233,Jaws (1975),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,299,0.9821854146806482
234,234,Mars Attacks! (1996),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2806,0.832816968541468
235,235,Citizen Ruth (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16648,0.008102955195424255
236,236,Jerry Maguire (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13424,0.20019065776930411
237,237,Raising Arizona (1987),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10090,0.3988322211630124
238,238,Sneakers (1992),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,13961,0.16819590085796
239,239,Beavis and Butt-head Do America (1996),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0.9843898951382268
240,240,Last of the Mohicans-  The (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13002,0.22533365109628223
241,241,Kolya (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11720,0.3017159199237369
242,242,Jungle2Jungle (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13328,0.2059103908484271
243,243,Smilla's Sense of Snow (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7328,0.5633937082936129
244,244,Devil's Own-  The (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1577,0.9060414680648237
245,245,Chasing Amy (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12334,0.2651334604385128
246,246,Turbo: A Power Rangers Movie (1997),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9861,0.412476167778837
247,247,Grosse Pointe Blank (1997),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14267,0.14996425166825544
248,248,Austin Powers: International Man of Mystery (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11172,0.33436606291706383
249,249,Fifth Element-  The (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4523,0.7305171591992374
250,250,Shall We Dance? (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1859,0.8892397521448999
251,251,Lost World: Jurassic Park-  The (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14375,0.1435295519542421
252,252,Pillow Book-  The (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14329,0.1462702573879886
253,253,Batman and Robin (1997),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8719,0.4805171591992373
254,254,My Best Friend's Wedding (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7215,0.5701263107721639
255,255,When the Cats Away (Chacun cherche son chat) (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,0.8795281220209723
256,256,Men in Black (1997),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9504,0.4337464251668256
257,257,Contact (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3324,0.801954242135367
258,258,George of the Jungle (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0.9823641563393708
259,259,Event Horizon (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,13593,0.19012154432793138
260,260,Air Bud (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10056,0.40085795996186846
261,261,In the Company of Men (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10065,0.4003217349857007
262,262,Steel (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7867,0.5312797902764538
263,263,Mimic (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3116,0.8143469971401335
264,264,Hunt for Red October-  The (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16030,0.044923736892278354
265,265,Kull the Conqueror (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15006,0.1059342230695901
266,266,unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11439,0.3184580552907531
267,267,Chasing Amy (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12519,0.25411105815061963
268,268,Full Monty-  The (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3849,0.7706744518589133
269,269,Gattaca (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,8911,0.46907769304099145
270,270,Starship Troopers (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14227,0.1523474737845567
271,271,Good Will Hunting (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8306,0.5051239275500476
272,272,Heat (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,271,0.9838536701620592
273,273,Sabrina (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11899,0.29105100095328884
274,274,Sense and Sensibility (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14654,0.12690657769304103
275,275,Leaving Las Vegas (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10075,0.39972592945662533
276,276,Restoration (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16545,0.01423975214489992
277,277,Bed of Roses (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7808,0.5347950428979982
278,278,Once Upon a Time... When We Were Colored (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,161,0.9904075309818875
279,279,Up Close and Personal (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8447,0.49672306959008583
280,280,River Wild-  The (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7241,0.5685772163965681
281,281,Time to Kill-  A (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16774,0.0005958055290753439
282,282,Emma (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1293,0.9229623450905624
283,283,Tin Cup (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1090,0.9350571973307913
284,284,Secrets and Lies (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14256,0.15061963775023834
285,285,English Patient-  The (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7892,0.5297902764537654
286,286,Marvin's Room (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14269,0.14984509056244044
287,287,Scream (1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10292,0.3867969494756911
288,288,Evita (1996),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10254,0.38906101048617736
289,289,Fierce Creatures (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10365,0.38244756911344135
290,290,Absolute Power (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11737,0.3007030505243089
291,291,Rosewood (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3049,0.8183388941849381
292,292,Donnie Brasco (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14732,0.12225929456625362
293,293,Liar Liar (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7144,0.5743565300285987
294,294,Breakdown (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4356,0.740467111534795
295,295,Promesse-  La (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5476,0.6737368922783604
296,296,Ulee's Gold (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1681,0.8998450905624404
297,297,Face/Off (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2896,0.8274547187797903
298,298,Hoodlum (1997),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4415,0.7369518589132507
299,299,Air Force One (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9218,0.45078646329837946
300,300,In and Out (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9872,0.4118207816968541
301,301,L.A. Confidential (1997),0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3014,0.8204242135367016
302,302,Ulee's Gold (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15116,0.09938036224976166
303,303,Fly Away Home (1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11408,0.3203050524308866
304,304,Ice Storm-  The (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145,0.991360819828408
305,305,Mrs. Brown (Her Majesty-  Mrs. Brown) (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10442,0.3778598665395615
306,306,Devil's Advocate-  The (1997),0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,13443,0.19905862726406098
307,307,FairyTale: A True Story (1997),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4705,0.7196734985700668
308,308,Deceiver (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2710,0.838536701620591
309,309,Rainmaker-  The (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14621,0.1288727359389895
310,310,Wings of the Dove-  The (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4131,0.7538727359389895
311,311,Midnight in the Garden of Good and Evil (1997),0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,89,0.9946973307912298
312,312,Titanic (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1858,0.8892993326978075
313,313,3 Ninjas: High Noon At Mega Mountain (1998),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0.9747974261201144
314,314,Apt Pupil (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11488,0.31553860819828405
315,315,As Good As It Gets (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8006,0.522998093422307
316,316,In the Name of the Father (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7719,0.5400977121067683
317,317,Schindler's List (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6706,0.6004528122020972
318,318,Everyone Says I Love You (1996),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5572,0.6680171591992374
319,319,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13492,0.19613918017159204
320,320,Mother (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16011,0.046055767397521485
321,321,Murder at 1600 (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9574,0.4295757864632984
322,322,Dante's Peak (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9523,0.43261439466158247
323,323,Lost Highway (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12944,0.22878932316491896
324,324,Crash (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15582,0.07161582459485227
325,325,G.I. Jane (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12959,0.22789561487130605
326,326,Cop Land (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,11750,0.299928503336511
327,327,Conspiracy Theory (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,9654,0.4248093422306959
328,328,Desperate Measures (1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,10498,0.37452335557673977
329,329,187 (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13440,0.19923736892278365
330,330,Edge-  The (1997),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4686,0.7208055290753098
331,331,Kiss the Girls (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2043,0.8782769304099142
332,332,Game-  The (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9918,0.4090800762631077
333,333,U Turn (1997),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3957,0.7642397521448999
334,334,How to Be a Player (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10993,0.3450309818875119
335,335,Playing God (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9756,0.4187321258341278
336,336,House of Yes-  The (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6992,0.5834127740705434
337,337,Bean (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15001,0.10623212583412778
338,338,Mad City (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3348,0.8005243088655862
339,339,Boogie Nights (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8758,0.4781935176358436
340,340,Critical Care (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12141,0.27663250714966636
341,341,Man Who Knew Too Little-  The (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12478,0.25655386081982845
342,342,Alien: Resurrection (1997),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13662,0.18601048617731175
343,343,Apostle-  The (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6192,0.6310772163965681
344,344,Deconstructing Harry (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14723,0.1227955195424214
345,345,Jackie Brown (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,869,0.9482244995233555
346,346,Wag the Dog (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16372,0.02454718779790277
347,347,Desperate Measures (1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,11097,0.3388346043851287
348,348,Hard Rain (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14077,0.16128455672068642
349,349,Fallen (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11469,0.3166706387035272
350,350,Prophecy II-  The (1998),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8552,0.49046711153479505
351,351,Spice World (1997),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3216,0.8083889418493804
352,352,Deep Rising (1998),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9332,0.4439942802669209
353,353,Wedding Singer-  The (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7685,0.5421234509056244
354,354,Sphere (1998),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8345,0.5028002859866539
355,355,Client-  The (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3104,0.8150619637750238
356,356,One Flew Over the Cuckoo's Nest (1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6245,0.6279194470924689
357,357,Spawn (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1164,0.9306482364156339
358,358,Assignment-  The (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1229,0.9267755004766445
359,359,Wonderland (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8946,0.46699237368922786
360,360,Incognito (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3861,0.7699594852240229
361,361,Blues Brothers 2000 (1998),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3600,0.7855100095328884
362,362,Sudden Death (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9560,0.43040991420400376
363,363,Ace Ventura: When Nature Calls (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8405,0.4992254528122021
364,364,Powder (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6001,0.6424571020019065
365,365,Dangerous Minds (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8922,0.46842230695900855
366,366,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5696,0.6606291706387035
367,367,Bio-Dome (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15820,0.05743565300285991
368,368,Black Sheep (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2467,0.853014775977121
369,369,Mary Reilly (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14249,0.15103670162059102
370,370,Bridges of Madison County-  The (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9510,0.43338894184938037
371,371,Jeffrey (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7996,0.5235938989513822
372,372,Judge Dredd (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2997,0.8214370829361297
373,373,Mighty Morphin Power Rangers: The Movie (1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6596,0.6070066730219257
374,374,Showgirls (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14097,0.16009294566253573
375,375,Houseguest (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4581,0.7270614871306006
376,376,Heavyweights (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0.9747378455672069
377,377,Miracle on 34th Street (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14936,0.11010486177311729
378,378,Tales From the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2246,0.8661820781696854
379,379,Star Trek: Generations (1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13657,0.18630838894184942
380,380,Muriel's Wedding (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5808,0.6539561487130601
381,381,Adventures of Priscilla-  Queen of the Desert-  The (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10614,0.3676120114394662
382,382,Flintstones-  The (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14883,0.11326263107721635
383,383,Naked Gun 33 1/3: The Final Insult (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14232,0.15204957102001904
384,384,True Lies (1994),0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5105,0.6958412774070544
385,385,Addams Family Values (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5086,0.6969733079122975
386,386,Age of Innocence-  The (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13768,0.17969494756911342
387,387,Beverly Hills Cop III (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5116,0.6951858913250715
388,388,Black Beauty (1994),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3292,0.8038608198284081
389,389,Fear of a Black Hat (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3307,0.802967111534795
390,390,Last Action Hero (1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10373,0.3819709246901811
391,391,Man Without a Face-  The (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2336,0.8608198284080076
392,392,Mrs. Doubtfire (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7509,0.5526096282173498
393,393,Radioland Murders (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,14543,0.13352001906577693
394,394,Robin Hood: Men in Tights (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,817,0.9513226882745471
395,395,Serial Mom (1994),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1953,0.8836391801715919
396,396,Striking Distance (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450,0.6752859866539562
397,397,Super Mario Bros. (1993),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12686,0.244161105815062
398,398,Three Musketeers-  The (1993),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9941,0.40770972354623447
399,399,Little Rascals-  The (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12553,0.2520853193517636
400,400,Brady Bunch Movie-  The (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4724,0.7185414680648237
401,401,Ghost (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1465,0.9127144899904671
402,402,Batman (1989),0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12785,0.23826263107721635
403,403,Pinocchio (1940),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14309,0.14746186844613918
404,404,Mission: Impossible (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15446,0.07971877979027642
405,405,Thinner (1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5791,0.6549690181124881
406,406,Spy Hard (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12595,0.24958293612964733
407,407,Close Shave-  A (1995),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6922,0.5875834127740706
408,408,Jack (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9465,0.4360700667302193
409,409,Kingpin (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14970,0.10807912297426125
410,410,Nutty Professor-  The (1996),0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,350,0.9791468064823642
411,411,Very Brady Sequel-  A (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,0.9083055290753098
412,412,Tales from the Crypt Presents: Bordello of Blood (1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981,0.8819709246901811
413,413,My Favorite Year (1982),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9025,0.4622855100095329
414,414,Apple Dumpling Gang-  The (1975),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12871,0.2331387035271687
